ementa,norma,tornada_sem_efeito,alterada,data,outros,tipo_normatico,publicacao,revogada,em_vigor,anexos,tags
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo e serviço aéreo público especializado - SÍRIUS TÁXI AÉREO LTDA.,Portaria nº 1146/SRE de 08/06/2011,,,2011-06-08,,Portaria,"DOU Nº 110, S/1, p. 3  09/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1146-sre-de-06-08-2011/@@display-file/arquivo_norma/PA2011-1146.pdf,['portaria']
"Autoriza o funcionamento “off-line” no Brasil, para venda de bilhetes de passagem e carga, da empresa estrangeira CATHAY PACIFIC AIRWAYS LIMITED.",Decisão nº 072 de 07/06/2011,,,2011-06-07,,Decisão,"DOU Nº 109, S/1, p. 3, 08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-072-de-07-06-2011/@@display-file/arquivo_norma/DA2011-0072.pdf,['decisão']
Cassa a concessão para exploração de serviço de transporte aéreo público regular de passageiro e carga - RICO LINHAS AÉREAS S.A.,Decisão nº 073 de 07/06/2011,,,2011-06-07,,Decisão,"DOU Nº 110, S/1, p. 3, 09/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-073-de-07-06-2011/@@display-file/arquivo_norma/DA2011-0073.pdf,['decisão']
Altera e renova a inscrição do heliponto privado Trade Tower (SP) no cadastro de aeródromos.,Portaria nº 1130/SIA de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1130-sia-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1130.pdf,"['alteração', 'portaria']"
Aprova a 1ª Alteração Contratual da AERONAUTAS Escola de Aviação Civil Ltda-ME.,Portaria nº 1135/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1135-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1135.pdf,"['alteração', 'aprovação', 'portaria']"
Aprova a Segunda Alteração Contratual e Autoriza a Mudança de Endereço da Martins Air Escola de Aviação Civil Ltda.,Portaria nº 1134/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1134-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1134.pdf,"['alteração', 'aprovação', 'portaria']"
Autoriza o funcionamento e homologa os cursos da ESCOLA AMERICANENSE DE AVIAÇÃO LTDA.,Portaria nº 1133/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1133-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1133.pdf,['portaria']
Exclui o aeródromo privado Fazenda São João (SP) do cadastro de aeródromos.,Portaria nº 1129/SIA de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1129-sia-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1129.pdf,['portaria']
Homologação de curso do Aeroclube de Montenegro.,Portaria nº 1132/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1132-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1132.pdf,['portaria']
Inscreve o aeródromo privado Vista Alegre (TO) no cadastro de aeródromos.,Portaria nº 1128/SIA de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011","Portaria nº 3202/SIA, de 10 de novembro de 2016.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1128-sia-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1128.pdf,['portaria']
Inscreve o heliponto privado Monte Moriá (SP) no cadastro de aeródromos.,Portaria nº 1131/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1131-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1131.pdf,['portaria']
Ratifica a revogação da suspensão do Certificado de Homologação de Empresa de Transporte Aéreo (CHETA) da empresa HELIMARTE TÁXI AÉREO LTDA.,Portaria nº 1140/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1140-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1140.pdf,['portaria']
Ratifica a revogação do Certificado de Homologação de Empresa de Transporte Aéreo (CHETA) da empresa TÁXI AÉREO CÂNDIDO LTDA.,Portaria nº 1143/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1143-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1143.pdf,['portaria']
Ratifica a suspensão do Certificado de Homologação de Empresa de Transporte Aéreo (CHETA) da empresa SEVEN TÁXI AÉREO LTDA.,Portaria nº 1141/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1141-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1141.pdf,['portaria']
Renova a inscrição do aeródromo privado Fazenda Campinas (MS) no cadastro de aeródromos.,Portaria nº 1127/SIA de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1127-sia-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1127.pdf,['portaria']
Revoga a Autorização Definitiva de Funcionamento do Aeroclube de Rio Pardo.,Portaria nº 1142/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1142-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1142.pdf,['portaria']
Revoga a autorização de funcionamento e a homologação dos cursos da Albatroz Escola de Aviação Civil LTDA.,Portaria nº 1136/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1136-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1136.pdf,['portaria']
Suspende o Certificado de Empresa de Transporte Aéreo (CHETA)  da empresa TAPAJÓS TÁXI AÉREO LTDA.,Portaria nº 1144/SSO de 07/06/2011,,,2011-06-07,,Portaria,"DOU Nº 109, S/1, p. 3  08/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1144-sso-de-06-07-2011/@@display-file/arquivo_norma/PA2011-1144.pdf,['portaria']
Autoriza a operação de sociedade empresária de serviço aéreo público especializado - GLOBO AVIAÇÃO AGRÍCOLA LTDA.,Decisão nº 069 de 31/05/2011,,,2011-05-31,,Decisão,"DOU Nº 104, S/1, p. 3, 01/06/2011","Decisão 62, de 31 de maio de 2016.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-069-de-31-05-2011/@@display-file/arquivo_norma/DA2011-0069.pdf,['decisão']
Autoriza a operação de sociedade empresária de táxi aéreo - ULTRA-PLANNA TÁXI AÉREO LTDA.,Decisão nº 070 de 31/05/2011,,,2011-05-31,,Decisão,"DOU Nº 104, S/1, p. 3, 01/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-070-de-31-05-2011/@@display-file/arquivo_norma/DA2011-0070.pdf,['decisão']
Revoga a autorização operacional de sociedade empresária de táxi aéreo - LITORÂNEA AERO TÁXI LTDA.,Decisão nº 071 de 31/05/2011,,,2011-05-31,,Decisão,"DOU Nº 104, S/1, p. 3, 01/06/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-071-de-31-05-2011/@@display-file/arquivo_norma/DA2011-0071.pdf,['decisão']
"Credencia, com base no parágrafo 67.73 (h) do RBHA 67, médicos  para realizar inspeções de saúde para fins de emissão de Certificados de Capacidade Física de pilotos privados.",Portaria nº 1061/SSO de 30/05/2011,,,2011-05-30,,Portaria,"DOU Nº 103, S/1, p. 2  31/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1061-sso-de-30-05-2011/@@display-file/arquivo_norma/PA2011-1061.pdf,"['67.73', 'portaria', 'rbha']"
"Autoriza a Escola de Ultraleve do Clube Aerodesportivo ""Vale do Tietê""a ministrar cursos de CPD e CPR partes teóricas e práticas.",Portaria nº 1053/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1053-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1053.pdf,['portaria']
"Autoriza o funcionamento e homologa o curso de Comissário de Voo, partes teórica e prática da DRESCHER ESCOLA DE AVIAÇÃO CIVIL LTDA.",Portaria nº 1060/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1060-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1060.pdf,['portaria']
"Autoriza o funcionamento e homologa os cursos de comissário de vôo partes teórica e prática e piloto privado de avião parte teórica da Titãs Escola de Aviação Civil Ltda. ME. (Revogada pela Portaria Nº 273/SPO, de 31 de janeiro de 2014)",Portaria nº 1059/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1059-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1059.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo especializado - AERO AGRÍCOLA NORDESTINA LTDA.,Portaria nº 1058/SRE de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 103, S/1, p. 2  31/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1058-sre-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1058.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo público especializado - NASA AVIAÇÃO AGRÍCOLA LTDA.,Portaria nº 1056/SRE de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 11  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1056-sre-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1056.pdf,['portaria']
"Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo - TÁXI AÉREO MARAJOARA LTDA.,",Portaria nº 1055/SRE de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1055-sre-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1055.pdf,['portaria']
"Homologa o curso de Comissário de Voo na modalidade ensino à distância, partes teórica e prática, da Fly Center Escola de Aviação Civil Ltda.",Portaria nº 1052/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1052-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1052.pdf,['portaria']
Renova a homologação de curso teórico da EWM Ground School Ltda.,Portaria nº 1054/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1054-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1054.pdf,['portaria']
Renova a homologação dos cursos de Familiarização da Fly Escola de Aviação Civil Ltda.,Portaria nº 1057/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1057-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1057.pdf,['portaria']
Revoga  a suspensão do Certificado de Atividade Aérea do Aeroclube do Planalto Central -   Formosa (GO).,Portaria nº 1051/SSO de 27/05/2011,,,2011-05-27,,Portaria,"DOU Nº 102, S/1, p. 10  30/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1051-sso-de-27-05-2011/@@display-file/arquivo_norma/PA2011-1051.pdf,['portaria']
Altera e renova a inscrição do aeródromo privado Engenheiro Joaquim Martins (BA) no cadastro de aeródromos.,Portaria nº 1046/SIA de 26/05/2011,,,2011-05-26,,Portaria,"DOU Nº 101, S/1, p. 79  27/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1046-sia-de-26-05-2011/@@display-file/arquivo_norma/PA2011-1046.pdf,"['alteração', 'portaria']"
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo público especializado - SUDOESTE AVIAÇÃO AGRÍCOLA LTDA.,Portaria nº 1034/SRE de 26/05/2011,,,2011-05-26,,Portaria,"DOU Nº 101, S/1, p. 79  27/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1034-sre-de-26-05-2011/@@display-file/arquivo_norma/PA2011-1034.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo público especializado -  JAMANXIM TÁXI AÉREO LTDA.,Portaria nº 1033/SRE de 26/05/2011,,,2011-05-26,,Portaria,"DOU Nº 101, S/1, p. 79  27/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1033-sre-de-26-05-2011/@@display-file/arquivo_norma/PA2011-1033.pdf,['portaria']
Altera e Renova a inscrição do aeródromo privado Fazenda Agroplan (MT) no cadastro de aeródromos.,Portaria nº 1027/SIA de 25/05/2011,,,2011-05-25,,Portaria,"DOU Nº 100, S/1, p. 10  26/05/2011","Portaria 1708, de 08 de setembro de 2011",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1027-sia-de-25-05-2011/@@display-file/arquivo_norma/PA2011-1027.pdf,"['alteração', 'portaria']"
Altera e renova a inscrição do aeródromo privado Fly Ville (SC) no cadastro de aeródromos.,Portaria nº 1026/SIA de 25/05/2011,,,2011-05-25,,Portaria,"DOU Nº 100, S/1, p. 10  26/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1026-sia-de-25-05-2011/@@display-file/arquivo_norma/PA2011-1026.pdf,"['alteração', 'portaria']"
Emite  Certificado de Operador Aeroagrícola - PAMPEANA AERO AGRÍCOLA LTDA.,Portaria nº 1030/SSO de 25/05/2011,,,2011-05-25,,Portaria,"DOU Nº 100, S/1, p. 10  26/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1030-sso-de-25-05-2011/@@display-file/arquivo_norma/PA2011-1030.pdf,['portaria']
Emite  Certificado de Operador Aeroagrícola - STILO AVIAÇÃO AGRÍCOLA LTDA.,Portaria nº 1029/SSO de 25/05/2011,,,2011-05-25,,Portaria,"DOU Nº 100, S/1, p. 10  26/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1029-sso-de-25-05-2011/@@display-file/arquivo_norma/PA2011-1029.pdf,['portaria']
Inscreve o aeródromo privado Chácara Araguaia (PA) no cadastro de aeródromos.,Portaria nº 1028/SIA de 25/05/2011,,,2011-05-25,,Portaria,"DOU Nº 100, S/1, p. 10  26/05/2011","Portaria nº 3161/SIA, de 10 de novembro de 2016.",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1028-sia-de-25-05-2011/@@display-file/arquivo_norma/PA2011-1028.pdf,['portaria']
"Autoriza a operação de sociedade empresária de serviço aéreo público especializado ESTIVA AVIAÇÃO AGRÍCOLA LTDA., em São Borja (RS).",Decisão nº 066 de 24/05/2011,,,2011-05-24,,Decisão,"DOU Nº 99, S/1, p. 22, 25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-066-de-24-05-2011/@@display-file/arquivo_norma/DA2011-0066.pdf,['decisão']
"Revoga a autorização operacional de sociedade empresária de serviço aéreo público especializado INTERCEPTOR SERVIÇOS AÉREOS ESPECIALIZADOS LTDA., em São Paulo (SP).",Decisão nº 067 de 24/05/2011,,,2011-05-24,,Decisão,"DOU Nº 99, S/1, p. 22, 25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-067-de-24-05-2011/@@display-file/arquivo_norma/DA2011-0067.pdf,['decisão']
"Revoga a autorização operacional de sociedade empresária de táxi aéreo K3 TÁXI AÉREO LTDA, em São Paulo (SP).",Decisão nº 068 de 24/05/2011,,,2011-05-24,,Decisão,"DOU Nº 99, S/1, p. 22, 25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-068-de-24-05-2011/@@display-file/arquivo_norma/DA2011-0068.pdf,['decisão']
Altera e Renova a inscrição do aeródromo privado Fazenda Santa Cruz (MT) no cadastro de aeródromos.,Portaria nº 1007/SIA de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011","Portaria 1709, de 08 de setembro de 2011",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1007-sia-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1007.pdf,"['alteração', 'portaria']"
Altera e renova a inscrição do heliponto privado Birmann 21 (SP) no cadastro de aeródromos.,Portaria nº 1009/SIA de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1009-sia-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1009.pdf,"['alteração', 'portaria']"
"Aprova a 6ª Alteração Contratual e renova a autorização de funcionamento e a homologação dos cursos de CMV e MMA (CEL, GMP e AVI), partes teórica e prática, da Escola de Pilotagem MANCHE Ltda.",Portaria nº 1020/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 23  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1020-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1020.pdf,"['alteração', 'aprovação', 'portaria']"
Autoriza o curso de Piloto Planador do Aeroclube de Bebedouro - SP.,Portaria nº 1019/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 23  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1019-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1019.pdf,['portaria']
"Autoriza o funcionamento jurídico de sociedade empresária de transporte aéreo público regular POP LINHAS AÉREAS LTDA., em Goiânia/GO.",Portaria nº 1012/SRE de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1012-sre-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1012.pdf,['portaria']
Autoriza os cursos de CPD e CPR da FLY TRIKE - ESCOLA DE AVIAÇÃO DESPORTIVA LTDA.,Portaria nº 1022/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 23  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1022-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1022.pdf,['portaria']
"Concede  Atestado de Capacitação Operacional (ACOP) ao Serviço de Prevenção, Salvamento e Combate a Incêndio (SESCINC) do Aeroporto Santa Genoveva/Goiânia.",Portaria nº 1011/SIA de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1011-sia-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1011.pdf,['portaria']
Homologa o heliponto em plataforma privado CAÇÃO - PCA - 02 (ES).,Portaria nº 1006/SIA de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1006-sia-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1006.pdf,['portaria']
Homologa os Cursos de Mecânico de Manutenção Aeronáutica nas Habilitações Aviônicos e Grupo Motopropulsor do CETEC Lagos - Centro de Capacitação Tecnológica da Região dos Lagos.,Portaria nº 1013/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1013-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1013.pdf,['portaria']
"Homologa os cursos de Piloto Comercial de Avião, parte prática, Instrutor de Voo de Avião, parte prática e Voo por Instrumentos, partes teórica e prática da CLP - ESCOLA DE AVIAÇÃO CIVIL LTDA.",Portaria nº 1018/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 23  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1018-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1018.pdf,['portaria']
"Inscreve o aeródromo privado Fazenda Ilha Camargo (MT) no cadastro de aeródromos. Revogada pela Portaria n. 145/SIA, de 20 de janeiro de 2014.",Portaria nº 1008/SIA de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1008-sia-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1008.pdf,['portaria']
Inscreve o heliponto privado Eldorado (SP) no cadastro de aeródromos.,Portaria nº 1010/SIA de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1010-sia-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1010.pdf,['portaria']
"Prorrogação a homologação das partes práticas dos cursos de piloto comercial de avião (PC), piloto privado de avião (PP-A), instrutor de vôo de avião (INV-A) e Voo por instrumentos do aeroclube de Brasília.",Portaria nº 1015/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1015-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1015.pdf,['portaria']
"Renova a Homologação dos cursos práticos de Instrutor de Voo de Avião e de Piloto Comercial de Avião, dos cursos teóricos de Piloto Privado de Helicóptero, Piloto Comercial de Avião/IFR e de Voo por Instrumentos e do curso de Piloto Privado de Avião, partes teórica e prática, do Aeroclube do Espírito Santo.",Portaria nº 1021/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 23  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1021-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1021.pdf,['portaria']
"Renova a homologação dos cursos práticos de Piloto Privado de Avião, Piloto Comercial de Avião e Instrutor de Voo de Avião do Aeroclube do Pará.",Portaria nº 1014/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1014-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1014.pdf,['portaria']
"Renova a homologação dos cursos teóricos e práticos de Piloto Privado de Avião, Piloto Comercial de Avião, Instrutor de Voo de Avião e dos cursos teóricos de Piloto Comercial de Avião/IFR e Voo por Instrumentos do Aeroclube de Santo Ângelo.",Portaria nº 1017/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1017-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1017.pdf,['portaria']
Renovar a homologação dos cursos do Aeroclube de Varginha - MG.,Portaria nº 1016/SSO de 24/05/2011,,,2011-05-24,,Portaria,"DOU Nº 99, S/1, p. 22  25/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-1016-sso-de-24-05-2011/@@display-file/arquivo_norma/PA2011-1016.pdf,['portaria']
Aloca frequências mistas regulares para o Chile - VRG Linhas Aéreas S/A.,Portaria nº 0992/DIRP de 23/05/2011,,,2011-05-23,,Portaria,"DOU Nº 98, S/1, p. 2  24/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0992-dirp-de-23-05-2011/@@display-file/arquivo_norma/PA2011-0992.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo público especializado - ROTORCRAFT SERVIÇO AÉREO ESPECIALIZADO LTDA. (ME).,Portaria nº 0994/SRE de 23/05/2011,,,2011-05-23,,Portaria,"DOU Nº 98, S/1, p. 2  24/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0994-sre-de-23-05-2011/@@display-file/arquivo_norma/PA2011-0994.pdf,['portaria']
Implementa o Protocolo Digital no âmbito da Superintendência de Segurança Operacional.,Portaria nº 0984/SSO de 19/05/2011,,,2011-05-19,,Portaria,"DOU Nº 96, S/1, p. 5  20/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0984-sso-de-19-05-2011/@@display-file/arquivo_norma/PA2011-0984.pdf,['portaria']
